X,Y,longitude,latitude,unique_num,id_no,rev_bis,name_en,name_fr,short_desc,short_de_1,justificat,justific_1,date_inscr,secondary_,danger,date_end,danger_lis,area_hecta,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_t,category,category_s,states_nam,states_n_1,region_en,region_fr,iso_code,udnp_code,transbound,d,icon_url
85.4438888889,25.1366666667,85.443888888900005,25.136666666699998,"2089","1502",,"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar","Site archéologique Nalanda Mahavihara à Nalanda, Bihar","<p>The Nalanda Mahavihara site is in the State of Bihar, in north-eastern India. It comprises the archaeological remains of a monastic and scholastic institution dating from the 3rd century BCE to the 13th century CE. It includes <em>stupas</em>, shrines","<p>Le site de Nalanda Mahavihara est situé dans l’état du Bihar, au nord-est de l’Inde. Il s'agit des vestiges archéologiques d’une institution monastique et scolastique en activité du IIIe siècle av. J.-C. au XIIIe siècle de notre ère. Il",,,"2016",,"0",,,23.000000000000000,"0","0","0","1","0","1","0","0","0","0",(iv)(vi),Cultural,C,India,Inde,Asia and the Pacific,Asie et Pacifique,in,ind,"0",2016/01/01,./0.png
88.3772222222,27.7647222222,88.377222222200004,27.764722222200000,"2105","1513",,Khangchendzonga National Park,Parc national de Khangchendzonga,"<p>Located at the heart of the Himalayan range in northern India (State of Sikkim), the Khangchendzonga National Park includes a unique diversity of plains, valleys, lakes, glaciers and spectacular, snow-capped mountains covered with ancient forests, inc","<p>Situé au cœur de la chaîne himalayenne dans le nord de l’Inde (État du Sikkim), le parc national de Khangchendzonga comprend une diversité unique de plaines, de vallées, de lacs, de glaciers et de montagnes spectaculaires couvertes de forêts",,,"2016",,"0",,,178400.000000000000000,"0","0","1","0","0","1","1","0","0","1",(iii)(vi)(vii)(x),Mixed,C/N,India,Inde,Asia and the Pacific,Asie et Pacifique,in,ind,"0",2016/01/01,./1.png
72.5880555556,23.0263888889,72.588055555599993,23.026388888900001,"2144","1551",,Historic City of Ahmadabad,Ville historique d’Ahmedabad,"<p>The walled city of Ahmadabad, founded by Sultan Ahmad Shah in the 15th century, on the eastern bank of the Sabarmati river, presents a rich architectural heritage from the sultanate period, notably the Bhadra citadel, the walls and gates of the Fort c","<p>La ville fortifiée d’Ahmedabad a été fondée par le sultan Ahmad Shah au XVe siècle, sur la rive orientale du fleuve Sabarmati. Elle présente un riche patrimoine architectural de l’époque du sultanat, notamment la citadelle de Badhra, les mu",,,"2017",,"0",,,535.700000000000045,"0","1","0","0","1","0","0","0","0","0",(ii)(v),Cultural,C,India,Inde,Asia and the Pacific,Asie et Pacifique,in,ind,"0",2017/01/01,./0.png
79.9432055556,18.2591333333,79.943205555600002,18.259133333299999,"2310","1570",,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana","Temple de Kakatiya Rudreshwara (Ramappa), Telangana","Rudreshwara, popularly known as Ramappa Temple, is located in the village of Palampet approximately 200km north-east of Hyderabad, in the State of Telangana. It is the main Shiva temple in a walled complex built during the Kakatiyan period (1123–1323 C","<p>Rudreshwara, communément appelé temple Ramappa, est situé dans le village de Palampet, à environ 200 km au nord-est d’Hyderabad, dans l’État du Telangana. Il s’agit du principal temple de Shiva à l’intérieur d’un grand ensemble forti",,,"2021",,"0",,,5.930000000000000,"1","0","1","0","0","0","0","0","0","0",(i)(iii),Cultural,C,India,Inde,Asia and the Pacific,Asie et Pacifique,in,ind,"0",2021/01/01,./0.png
75.8218611111,26.9242777778,75.821861111100006,26.924277777800000,"2309","1605",,"Jaipur City, Rajasthan","Cité de Jaipur, Rajasthan","The walled city of Jaipur, in India’s north-western state of Rajasthan was founded in 1727 by Sawai Jai Singh II. Unlike other cities in the region located in hilly terrain, Jaipur was established on the plain and built according to a grid plan interpr","La ville fortifiée de Jaipur, située dans l’État du Rajasthan, au nord-ouest de l’Inde, a été fondée en 1727 par Sawai Jai Singh II. Contrairement à d’autres villes de la région situées en terrains vallonnés, Jaipur fut implantée en plai",,,"2019",,"0",,,710.000000000000000,"0","1","0","1","0","1","0","0","0","0",(ii)(iv)(vi),Cultural,C,India,Inde,Asia and the Pacific,Asie et Pacifique,in,ind,"0",2019/01/01,./0.png
70.2133027778,23.8884083333,70.213302777799996,23.888408333299999,"2386","1645",,Dholavira: a Harappan City,Dholavira : une cité harappéenne,"<p>The ancient city of Dholavira, the southern centre of the Harappan Civilization, is sited on the arid island of Khadir in the State of Gujarat. Occupied between ca. 3000-1500 BCE, the archaeological site, one of the best preserved urban settlements fr","<p>L’ancienne cité de Dholavira, le centre méridional de la civilisation harappéenne, est située sur l’île aride de Khadir dans l’État du Gujarat. Occupé entre 3000 et 1500 av. J.-C. environ, ce site archéologique, l’un des établissement",,,"2021",,"0",,,103.000000000000000,"0","0","1","1","0","0","0","0","0","0",(iii)(iv),Cultural,C,India,Inde,Asia and the Pacific,Asie et Pacifique,in,ind,"0",2021/01/01,./0.png
110.20361,-7.60778,110.203609999999998,-7.607780000000000,"700","592",,Borobudur Temple Compounds,Ensemble de Borobudur,"<p>This famous Buddhist temple, dating from the 8th and 9th centuries, is located in central Java. It was built in three tiers: a pyramidal base with five concentric square terraces, the trunk of a cone with three circular platforms and, at the top, a mo","<p>Ce célèbre temple bouddhique datant des VIII<sup>e</sup> et IX<sup>e</sup> siècles est situé dans le centre de Java. Il est construit sur trois niveaux : une base pyramidale comprenant cinq terrasses carrées concentriques, surmontée d'un tronc d",,,"1991",,"0",,,25.510000000000002,"1","1","0","0","0","1","0","0","0","0",(i)(ii)(vi),Cultural,C,Indonesia,Indonésie,Asia and the Pacific,Asie et Pacifique,id,idn,"0",1991/01/01,./0.png
110.8166667,-7.4,110.816666699999999,-7.400000000000000,"701","593",,Sangiran Early Man Site,Site des premiers hommes de Sangiran,"<p>Excavations here from 1936 to 1941 led to the discovery of the first hominid fossil at this site. Later, 50 fossils of <em>Meganthropus palaeo</em> and <em>Pithecanthropus erectus/Homo erectus</em> were found &ndash; half of all the world's known homi","<p>Une campagne de fouilles men&eacute;e de 1936 &agrave; 1941 permit de mettre au jour le premier fossile d'hominid&eacute; de ce site. Des fouilles ult&eacute;rieures ont exhum&eacute; cinquante fossiles de <em>Meganthropus palaeo</em> et <em>Pithecant",<p>The Committee decided to inscribe the nominated site under cultural criteria (iii) and (vi) as one of the key sites for the understanding of human evolution that admirably illustrates the development of Homo sapiens sapiens from the Lower Pleistocene,"<p>Le Comit&eacute; a d&eacute;cid&eacute; d'inscrire le bien propos&eacute; sur la base des crit&egrave;res culturels (iii) et (vi) car il est l'un des sites cl&eacute; pour la compr&eacute;hension de l'&eacute;volution de l'homme. Par les fossiles et l","1996",,"0",,,5600.000000000000000,"0","0","1","0","0","1","0","0","0","0",(iii)(vi),Cultural,C,Indonesia,Indonésie,Asia and the Pacific,Asie et Pacifique,id,idn,"0",1996/01/01,./0.png
105.3333333,-6.75,105.333333300000007,-6.750000000000000,"722","608",,Ujung Kulon National Park,Parc national de Ujung Kulon,"<p>This national park, located in the extreme south-western tip of Java on the Sunda shelf, includes the Ujung Kulon peninsula and several offshore islands and encompasses the natural reserve of Krakatoa. In addition to its natural beauty and geological","<p>Le parc national, situé à l'extrémité sud-ouest de Java en bordure du détroit de la Sonde, englobe la péninsule d'Ujung Kulon et plusieurs îles, et il comprend la réserve naturelle du Krakatoa. Outre sa beauté naturelle et son intérêt géol",,,"1991",,"0",,,78525.000000000000000,"0","0","0","0","0","0","1","0","0","1",(vii)(x),Natural,N,Indonesia,Indonésie,Asia and the Pacific,Asie et Pacifique,id,idn,"0",1991/01/01,./2.png
119.48944,-8.54333,119.489440000000002,-8.543329999999999,"723","609",,Komodo National Park,Parc national de Komodo,"<p>These volcanic islands are inhabited by a population of around 5,700 giant lizards, whose appearance and aggressive behaviour have led to them being called 'Komodo dragons'. They exist nowhere else in the world and are of great interest to scientists","<p>Ces &icirc;les volcaniques sont habit&eacute;es par une population d'environ 5 700 l&eacute;zards g&eacute;ants, dont l'apparence et le comportement agressif les ont fait surnommer les &laquo; dragons de Komodo &raquo;. On ne les trouve nulle part ail",,,"1991",,"0",,,219322.000000000000000,"0","0","0","0","0","0","1","0","0","1",(vii)(x),Natural,N,Indonesia,Indonésie,Asia and the Pacific,Asie et Pacifique,id,idn,"0",1991/01/01,./2.png
110.49167,-7.75222,110.491669999999999,-7.752220000000000,"762","642",,Prambanan Temple Compounds,Ensemble de Prambanan,"<p>Built in the 10th century, this is the largest temple compound dedicated to Shiva in Indonesia. Rising above the centre of the last of these concentric squares are three temples decorated with reliefs illustrating the epic of the <em>Ramayana</em>, de","<p>Construit au X<sup>e</sup> siècle, c'est le plus grand ensemble shivaïte d'Indonésie. Au milieu de la dernière des enceintes carrées concentriques s'élèvent les trois temples, décorés de reliefs illustrant l'épopée du <em>Ramayana</em>, dé",,,"1991",,"0",,,0.000000000000000,"1","0","0","1","0","0","0","0","0","0",(i)(iv),Cultural,C,Indonesia,Indonésie,Asia and the Pacific,Asie et Pacifique,id,idn,"0",1991/01/01,./0.png
137.83333,-4.75,137.833329999999989,-4.750000000000000,"1118","955",,Lorentz National Park,Parc national de Lorentz,"<p>Lorentz National Park (2.35 million ha) is the largest protected area in South-East Asia. It is the only protected area in the world to incorporate a continuous, intact transect from snowcap to tropical marine environment, including extensive lowland","<p>Le parc national de Lorentz est la plus vaste aire protégée d'Asie du Sud-Est (2,35 millions d'hectares). Son gradient mer-montagne est unique au monde – depuis les neiges éternelles jusqu'à un environnement tropical marin, y compris de grandes","<p>The site is the largest protected area in Southeast Asia (2.35 mil. ha.) and the only protected area in the world which incorporates a continuous, intact transect from snow cap to tropical marine environment, including extensive lowland wetlands. Loca","<p>Le site est une des plus grandes aires protégés en Asie du sud-est (2,35 millions d’hectares) et la seule aire protégée au monde qui contienne un gradient continu intact des neiges éternelles à l’environnement tropical marin, y compris des g","1999",,"0",,,2350000.000000000000000,"0","0","0","0","0","0","0","1","1","1",(viii)(ix)(x),Natural,N,Indonesia,Indonésie,Asia and the Pacific,Asie et Pacifique,id,idn,"0",1999/01/01,./2.png
101.5,-2.5,101.500000000000000,-2.500000000000000,"1344","1167",,Tropical Rainforest Heritage of Sumatra,Patrimoine des forêts tropicales ombrophiles de Sumatra,"<p>The 2.5 million hectare Tropical Rainforest Heritage of Sumatra site comprises three national parks: Gunung Leuser National Park, Kerinci Seblat National Park and Bukit Barisan Selatan National Park. The site holds the greatest potential for long-term","<p>Le site du Patrimoine des forêts tropicales ombrophiles de Sumatra (2,5 millions ha) comprend trois parcs nationaux : Gunung Leuser, Kerinci Seblat et Bukit Baristan Selatan. Ce site possède un potentiel immense pour la préservation à long terme d","<p><strong>Criterion (vii):</strong> The parks that comprise the Tropical Rainforest Heritage of Sumatra are all located on the prominent main spine of the Bukit Barisan Mountains, known as the 'Andes of Sumatra'. Outstanding scenic landscapes abound at",<p><strong>Critère (vii) :</strong> Les parcs qui constituent le Patrimoine des forêts tropicales ombrophiles de Sumatra se trouvent sur la dorsale principale des montagnes de Bukit Barisan que l'on appelle les «Andes de Sumatra». Des paysages pittor,"2004",,"1",,Y 2011,2595124.000000000000000,"0","0","0","0","0","0","1","0","1","1",(vii)(ix)(x),Natural,N,Indonesia,Indonésie,Asia and the Pacific,Asie et Pacifique,id,idn,"0",2004/01/01,./2.png
115.4027777778,-8.2591666667,115.402777777799997,-8.259166666700002,"1836","1194",Rev,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,Paysage culturel de la province de Bali : le système des <em>subak</em> en tant que manifestation de la philosophie du <em>Tri Hita Karana</em>,"<p>The cultural landscape of Bali consists of five rice terraces and their water temples that cover 19,500&nbsp;ha. The temples are the focus of a cooperative water management system of canals and weirs, known as <em>subak,</em> that dates back to the 9t","<p>Etal&eacute; sur 19&nbsp;500 hectares, le paysage culturel de Bali comprend cinq rizi&egrave;res en terrasses et des temples d&rsquo;eau qui illustrent le syst&egrave;me des <em>subak,</em> une institution coop&eacute;rative de gestion de l&rsquo;eau",,,"2012",,"0",,,19519.900000000001455,"0","1","1","0","1","1","0","0","0","0",(ii)(iii)(v)(vi),Cultural,C,Indonesia,Indonésie,Asia and the Pacific,Asie et Pacifique,id,idn,"0",2012/01/01,./0.png
100.7378833333,-0.7666255556,100.737883333300005,-0.766625555600000,"2311","1610",,Ombilin Coal Mining Heritage of Sawahlunto,Patrimoine de la mine de charbon d’Ombilin à Sawahlunto,"<p>Built for the extraction, processing and transport of high-quality coal in an inaccessible region of Sumatra, this industrial site was developed by the Netherlands East Indies’ government in the globally important period of industrialisation from th","<p>Créé pour l'extraction, le traitement et le transport d'un charbon de haute qualité dans une région isolée de Sumatra, ce système industriel fut établi par le gouvernement des Indes orientales néerlandaises au cours de la période d’industri",,,"2019",,"0",,,268.180000000000007,"0","1","0","1","0","0","0","0","0","0",(ii)(iv),Cultural,C,Indonesia,Indonésie,Asia and the Pacific,Asie et Pacifique,id,idn,"0",2019/01/01,./0.png
48.522118,32.00857,48.522117999999999,32.008569999999999,"122","113",,Tchogha Zanbil,Tchoga Zanbil,"<p>The ruins of the holy city of the Kingdom of Elam, surrounded by three huge concentric walls, are found at Tchogha Zanbil. Founded c. 1250 B.C., the city remained unfinished after it was invaded by Ashurbanipal, as shown by the thousands of unused bri","<p>À l'intérieur de trois formidables enceintes concentriques, le site de Tchoga Zanbil conserve les ruines de la ville sainte du royaume d'Élam, fondée vers 1250 av. J.-C., qui, après l'invasion d'Assurbanipal, resta inachevée, comme l'attestent s",,,"1979",,"0",,,0.000000000000000,"0","0","1","1","0","0","0","0","0","0",(iii)(iv),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",1979/01/01,./0.png
52.89028,29.93444,52.890279999999997,29.934439999999999,"123","114",,Persepolis,Persépolis,"<p>Founded by Darius I in 518 B.C., Persepolis was the capital of the Achaemenid Empire. It was built on an immense half-artificial, half-natural terrace, where the king of kings created an impressive palace complex inspired by Mesopotamian models. The i","<p>Fond&eacute;e par Darius I<sup><sup>e</sup>r</sup> en 518 av. J.-C., Pers&eacute;polis, capitale de l'Empire ach&eacute;m&eacute;nide, fut construite sur une immense terrasse mi-naturelle, mi-artificielle o&ugrave; le roi des rois avait &eacute;difi&e",,,"1979",,"0",,,12.500000000000000,"1","0","1","0","0","1","0","0","0","0",(i)(iii)(vi),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",1979/01/01,./0.png
51.6777777777,32.65745,51.677777777700001,32.657449999999997,"125","115",,"Meidan Emam, Esfahan","Meidan Emam, Ispahan","<p>Built by Shah Abbas I the Great at the beginning of the 17th century, and bordered on all sides by monumental buildings linked by a series of two-storeyed arcades, the site is known for the Royal Mosque, the Mosque of Sheykh Lotfollah, the magnificent","<p>Construit par le shah Abbas I<sup><sup>e</sup>r</sup> le Grand au d&eacute;but du XVII<sup>e</sup> si&egrave;cle, et enti&egrave;rement entour&eacute; de constructions monumentales reli&eacute;es par une s&eacute;rie d'arcades &agrave; deux &eacute;ta",,,"1979",,"0",,,0.000000000000000,"1","0","0","0","1","1","0","0","0","0",(i)(v)(vi),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",1979/01/01,./0.png
47.235,36.60388889,47.234999999999999,36.603888890000000,"1254","1077",,Takht-e Soleyman,Takht-e Sulaiman,"<p>The archaeological site of Takht-e Soleyman, in north-western Iran, is situated in a valley set in a volcanic mountain region. The site includes the principal Zoroastrian sanctuary partly rebuilt in the Ilkhanid (Mongol) period (13th century) as well","<p>Le site archéologique de Takht-e Sulaiman, dans le nord-ouest de l’Iran, est situé dans une vallée, au milieu d’une région de montagnes volcaniques. Le site comprend le principal sanctuaire zoroastrien, en partie reconstruit sous la période d","<p>Criterion i: <br />Takht-e Soleyman is an outstanding ensemble of royal architecture, joining the principal architectural elements created by the Sasanians in a harmonious composition inspired by their natural context.</p>
<p>Criterion ii: <br />The c","<p>Critère i : <br />Takth-e Sulaiman est un ensemble exceptionnel d’architecture royale, regroupant les principaux éléments architecturaux créés par les Sassanides dans une composition harmonieuse inspirée par le contexte naturel.</p>
<p>Critèr","2003",,"0",,,10.000000000000000,"1","1","1","1","0","1","0","0","0","0",(i)(ii)(iii)(iv)(vi),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2003/01/01,./0.png
53.16729,30.19383,53.167290000000001,30.193829999999998,"1284","1106",,Pasargadae,Pasargades,"<p>Pasargadae was the first dynastic capital of the Achaemenid Empire, founded by Cyrus II the Great, in Pars, homeland of the Persians, in the 6th century BC. Its palaces, gardens and the mausoleum of Cyrus are outstanding examples of the first phase of","<p>Pasargades fut la première capitale dynastique de l’Empire achéménide fondée au VIe siècle av. J.-C. par Cyrus II le Grand au cœur du Fars, la patrie des Perses. Ses palais, jardins, et le mausolée de Cyrus constituent de remarquables exemple","<p><em>Criterion (i):</em> Pasargadae is the first outstanding expression of the royal Achaemenid architecture.</p>
<p><em>Criterion (ii):</em> The dynastic capital of Pasargadae was built by Cyrus the Great with a contribution by different peoples of th","<p><em>Critère (i) :</em> Pasargades est la première expression exceptionnelle de l’architecture royale achéménide.</p>
<p>Critère (ii) : La capitale dynastique de Pasargades fut construite par Cyrus le Grand, avec la contribution de différents p","2004",,"0",,,159.650000000000006,"1","1","1","1","0","0","0","0","0","0",(i)(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2004/01/01,./0.png
48.79667,36.43528,48.796669999999999,36.435279999999999,"1365","1188",,Soltaniyeh,Soltaniyeh,"<p>The mausoleum of Oljaytu was constructed in 1302–12 in the city of Soltaniyeh, the capital of the Ilkhanid dynasty, which was founded by the Mongols. Situated in the province of Zanjan, Soltaniyeh is one of the outstanding examples of the achievemen","<p>Le mausolée d’Oljeitu fut construit entre 1302 et 1312 dans la ville de Soltaniyeh, capitale des tribus mongoles Ilkhanides. Situé dans la province de Zanjan, à quelque 240 km de Téhéran dans le nord-ouest de l’Iran, Soltaniyeh est l’un des","<p><em>Criterion (ii): </em> The Mausoleum of Oljaytu forms an essential link in the development of the Islamic architecture in central and western Asia, from the classical Seljuk phase into the Timurid period. This is particularly relevant to the double","<p><em>Critère (ii) : </em> Le mausolée d’Oljeitu est un maillon essentiel du développement de l’architecture islamique en Asie centrale et de l’Ouest, de l’époque classique seldjoukide à la période timouride. Cela est particulièrement vra","2005",,"0",,,790.145999999999958,"0","1","1","1","0","0","0","0","0","0",(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2005/01/01,./0.png
58.3666666667,29.11683,58.366666666699999,29.116830000000000,"1564","1208",bis,Bam and its Cultural Landscape,Bam et son paysage culturel,"<p>Bam is situated in a desert environment on the southern edge of the Iranian high plateau. The origins of Bam can be traced back to the Achaemenid period (6th to 4th centuries BC). Its heyday was from the 7th to 11th centuries, being at the crossroads","<p>Bam et son paysage culturel s’inscrivent dans un environnement désertique, à la lisière sud du haut plateau iranien. On peut retracer les origines de Bam jusqu’à la période achéménide (VIe au IVe siècle av. J.-C.). Située au carrefour d��","<p><em>Criterion (ii):</em> Bam developed at the crossroads of important trade routes at the southern side of the Iranian high plateau, and it became an outstanding example of the interaction of the various influences.</p>
<p><em>Criterion (iii):</em> Th","<p><em>Critère (ii) :</em> Bam s’est développée au carrefour d’importantes routes marchandes à la limite sud du haut plateau iranien, jusqu’à devenir un exemple exceptionnel de l’interaction des diverses influences.</p>
<p><em>Critère (iii)","2004",,"0","2013",P 2004-2013,0.000000000000000,"0","1","1","1","1","0","0","0","0","0",(ii)(iii)(iv)(v),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2004/01/01,./0.png
47.4366666666,34.3883333333,47.436666666599997,34.388333333299997,"1399","1222",,Bisotun,Behistun,"<p>Bisotun is located along the ancient trade route linking the Iranian high plateau with Mesopotamia and features remains from the prehistoric times to the Median, Achaemenid, Sassanian, and Ilkhanid periods. The principal monument of this archaeologica","<p>Behistun se trouve sur l’ancienne route marchande reliant le haut plateau iranien à la Mésopotamie et possède des vestiges de l’époque préhistorique aux périodes mède, achéménide, sassanide et ilkhanide. Le monument principal de ce site a",,,"2006",,"0",,,187.000000000000000,"0","1","1","0","0","0","0","0","0","0",(ii)(iii),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2006/01/01,./0.png
45.4733333333,38.9788888889,45.473333333299998,38.978888888900002,"1542","1262",,Armenian Monastic Ensembles of Iran,Ensembles monastiques arméniens de l'Iran,"<p>The Armenian Monastic Ensembles of Iran, in the north-west of the country, consists of three monastic ensembles of the Armenian Christian faith: St Thaddeus and St Stepanos and the Chapel of Dzordzor. These edifices - the oldest of which, St Thaddeus","<p>Les Ensembles monastiques arméniens de l’Iran, au nord-ouest du pays comprennent trois ensembles monastiques historiques de la foi chrétienne arménienne : St-Thaddeus, St-Stepanos et la chapelle Ste-Marie de Dzordzor. Ces édifices, dont le plus",,,"2008",,"0",,,129.281900000000007,"0","1","1","0","0","1","0","0","0","0",(ii)(iii)(vi),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2008/01/01,./0.png
48.8358333333,32.0186111111,48.835833333300002,32.018611111100000,"1599","1315",,Shushtar Historical Hydraulic System,Système hydraulique historique de Shushtar,"<p>Shushtar, Historical Hydraulic System, inscribed as a masterpiece of creative genius, can be traced back to Darius the Great in the 5th century B.C. It involved the creation of two main diversion canals on the river Kârun one of which, Gargar canal,","<p>Le système hydraulique historique de Shushtar a été inscrit en tant que chef d’œuvre du génie créateur humain. Il aurait été entrepris dès Darius le Grand, au Vème siècle av. J.-C. Il s’agit de deux grands canaux de dérivation des eaux",,,"2009",,"0",,,240.415199999999999,"1","1","0","0","1","0","0","0","0","0",(i)(ii)(v),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2009/01/01,./0.png
48.2913888889,38.2486111111,48.291388888900002,38.248611111099997,"1680","1345",,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,Ensemble du Khānegāh et du sanctuaire de Cheikh Safi al-Din à Ardabil,"<p>Built between the beginning of the 16<sup><span style=""font-size: xx-small;"">th</span> </sup> century and the end of the 18<sup><span style=""font-size: xx-small;"">th</span> </sup> century, this place of spiritual retreat in the Sufi tradition uses Ira","<p>Construit entre le d&eacute;but du 16e si&egrave;cle et la fin du 18e si&egrave;cle, ce lieu de retraite spirituelle soufi utilise les formes architecturales traditionnelles iraniennes. Les constructeurs ont su tirer le meilleur parti de l'espace r&ea",,,"2010",,"0",,,2.135300000000000,"1","1","0","1","0","0","0","0","0","0",(i)(ii)(iv),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2010/01/01,./0.png
46.2930555556,38.0813888889,46.293055555599999,38.081388888900001,"1681","1346",,Tabriz Historic Bazaar Complex,Ensemble du bazar historique de Tabriz,"<p>Tabriz has been a place of cultural exchange since antiquity and its historic bazaar complex is one of the most important commercial centres on the Silk Road. Tabriz Historic Bazaar Complex consists of a series of interconnected, covered, brick struct","<p>Lieu d'&eacute;change culturel depuis l'Antiquit&eacute;, l'ensemble du bazar historique de Tabriz est l'un des plus importants centres de commerce le long de la Route de la Soie. L'ensemble du bazar historique de Tabriz se compose d'une s&eacute;rie",,,"2010",,"0",,,28.973299999999998,"0","1","1","1","0","0","0","0","0","0",(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2010/01/01,./0.png
53.1666666667,30.1666666667,53.166666666700003,30.166666666699999,"1768","1372",,The Persian Garden,Le jardin persan,"<p>The property includes nine gardens in as many provinces. They exemplify the diversity of Persian garden designs that evolved and adapted to different climate conditions while retaining principles that have their roots in the times of Cyrus the Great,","<p>Le site comprend neuf jardins dans diverses r&eacute;gions d'Iran. Ils t&eacute;moignent de la diversit&eacute; des jardins paysagers persans qui ont &eacute;volu&eacute; et se sont adapt&eacute;s aux diff&eacute;rentes conditions climatiques, tout en",,,"2011",,"0",,,716.350000000000023,"1","1","1","1","0","1","0","0","0","0",(i)(ii)(iii)(iv)(vi),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2011/01/01,./0.png
51.6852777778,32.6697222222,51.685277777800003,32.669722222200001,"1821","1397",,Masjed-e Jāmé of Isfahan,Masjed-e Jāme’ d’Ispahan,"<p>Located in the historic centre of Isfahan, the Masjed-e Jām&eacute; (&lsquo;Friday mosque&rsquo;) can be seen as a stunning illustration of the evolution of mosque architecture over twelve centuries, starting in ad&nbsp;841. It is the oldest preserve","<p>Situ&eacute;e dans le centre historique d'Ispahan, Masjed-e Jāme&rsquo; ou la &laquo;&nbsp;Mosqu&eacute;e du vendredi&nbsp;&raquo; peut &ecirc;tre consid&eacute;r&eacute;e comme une illustration de l'&eacute;volution architecturale de la construction",,,"2012",,"0",,,2.075600000000000,"0","1","0","0","0","0","0","0","0","0",(ii),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2012/01/01,./0.png
55.169,37.2580277778,55.168999999999997,37.258027777800002,"1822","1398",,Gonbad-e Qābus,Gonbad-e Qābus,"<p>The 53&nbsp;m high tomb built in ad 1006 for Qābus Ibn Voshmgir, Ziyarid ruler and literati, near the ruins of the ancient city of Jorjan in north-east Iran, bears testimony to the cultural exchange between Central Asian nomads and the ancient civili","<p>Cette tour fun&eacute;raire, haute de 53 m&egrave;tres, a &eacute;t&eacute; &eacute;rig&eacute;e en 1006 apr&egrave;s&nbsp;J.-C. pour Qābus ibn Voshmgir, souverain ziyaride lettr&eacute;, pr&egrave;s de Djordjan, l&rsquo;ancienne capitale ziyaride, a",,,"2012",,"0",,,1.475400000000000,"1","1","1","1","0","0","0","0","0","0",(i)(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2012/01/01,./0.png
51.4205111111,35.6803666667,51.420511111099998,35.680366666700003,"1888","1422",,Golestan Palace,Palais du Golestan,"<p>The lavish Golestan Palace is a masterpiece of the Qajar era, embodying the successful integration of earlier Persian crafts and architecture with Western influences. The walled Palace, one of the oldest groups of buildings in Teheran, became the seat",<p>Le somptueux palais du Golestan est un chef d’œuvre de l’ère kadjare qui illustre l’introduction réussie d’artisanats persans traditionnels et de formes architecturales de périodes antérieures avec des influences occidentales. Le palais c,,,"2013",,"0",,,5.300000000000000,"0","1","1","1","0","0","0","0","0","0",(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of),Iran (République islamique d'),Asia and the Pacific,Asie et Pacifique,ir,irn,"0",2013/01/01,./0.png
